TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,SECT-INST,OPERATION,CNA_PRODUIT,NATURE,VALORISATION,CORRECTION,SERIE_ARRETEE,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,SECT-INST_label_fr,SECT-INST_label_en,OPERATION_label_fr,OPERATION_label_en,CNA_PRODUIT_label_fr,CNA_PRODUIT_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,VALORISATION_label_fr,VALORISATION_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,SERIE_ARRETEE_label_fr,SERIE_ARRETEE_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
1961-Q1,1.4,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1961-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1961-Q2,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1961-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1961-Q3,0.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1961-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1961-Q4,1.8,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1961-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1962-Q1,2.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1962-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1962-Q2,1.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1962-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1962-Q3,1.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1962-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1962-Q4,1.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1962-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1963-Q1,-0.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1963-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1963-Q2,4.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1963-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1963-Q3,3.4,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1963-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1963-Q4,-0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1963-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1964-Q1,2.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1964-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1964-Q2,1.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1964-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1964-Q3,0.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1964-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1964-Q4,1.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1964-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1965-Q1,0.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1965-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1965-Q2,1.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1965-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1965-Q3,1.4,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1965-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1965-Q4,1.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1965-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1966-Q1,0.8,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1966-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1966-Q2,1.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1966-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1966-Q3,1.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1966-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1966-Q4,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1966-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
1967-Q1,1.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,1967-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
