TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,DATE,nomflow,cleFlow,INDICATEUR,NATURE,AGE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,AGE_label_fr,AGE_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2012,21.3,A,DEF,A,001742948,A,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,Poverty rate: 40 to 49 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,21.9,A,DEF,A,001742948,A,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,Poverty rate: 40 to 49 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,22.2,A,DEF,A,001742948,A,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,Poverty rate: 40 to 49 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,22.3,A,DEF,A,001742948,A,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,Poverty rate: 40 to 49 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.3,A,DEF,A,001742949,A,Taux de pauvreté : 40 à 49 ans - Calvados,Poverty rate: 40 to 49 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,15.9,A,DEF,A,001742949,A,Taux de pauvreté : 40 à 49 ans - Calvados,Poverty rate: 40 to 49 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,15.7,A,DEF,A,001742949,A,Taux de pauvreté : 40 à 49 ans - Calvados,Poverty rate: 40 to 49 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,16.0,A,DEF,A,001742949,A,Taux de pauvreté : 40 à 49 ans - Calvados,Poverty rate: 40 to 49 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,17.1,A,DEF,A,001742950,A,Taux de pauvreté : 40 à 49 ans - Cantal,Poverty rate: 40 to 49 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,17.3,A,DEF,A,001742950,A,Taux de pauvreté : 40 à 49 ans - Cantal,Poverty rate: 40 to 49 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,16.5,A,DEF,A,001742950,A,Taux de pauvreté : 40 à 49 ans - Cantal,Poverty rate: 40 to 49 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,16.8,A,DEF,A,001742950,A,Taux de pauvreté : 40 à 49 ans - Cantal,Poverty rate: 40 to 49 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,16.9,A,DEF,A,001742951,A,Taux de pauvreté : 40 à 49 ans - Charente,Poverty rate: 40 to 49 years old - Charente,2018-06-19,POURCENT,0,D16,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D16.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,16 - Charente,16 - Charente,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,17.6,A,DEF,A,001742951,A,Taux de pauvreté : 40 à 49 ans - Charente,Poverty rate: 40 to 49 years old - Charente,2018-06-19,POURCENT,0,D16,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D16.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,16 - Charente,16 - Charente,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,17.6,A,DEF,A,001742951,A,Taux de pauvreté : 40 à 49 ans - Charente,Poverty rate: 40 to 49 years old - Charente,2018-06-19,POURCENT,0,D16,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D16.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,16 - Charente,16 - Charente,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,17.8,A,DEF,A,001742951,A,Taux de pauvreté : 40 à 49 ans - Charente,Poverty rate: 40 to 49 years old - Charente,2018-06-19,POURCENT,0,D16,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D16.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,16 - Charente,16 - Charente,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,16.3,A,DEF,A,001742952,A,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,Poverty rate: 40 to 49 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,17.0,A,DEF,A,001742952,A,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,Poverty rate: 40 to 49 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,17.1,A,DEF,A,001742952,A,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,Poverty rate: 40 to 49 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,17.3,A,DEF,A,001742952,A,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,Poverty rate: 40 to 49 years old - Charente-Maritime,2018-06-19,POURCENT,0,D17,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D17.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,17 - Charente-Maritime,17 - Charente-Maritime,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,16.6,A,DEF,A,001742953,A,Taux de pauvreté : 40 à 49 ans - Cher,Poverty rate: 40 to 49 years old - Cher,2018-06-19,POURCENT,0,D18,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,17.6,A,DEF,A,001742953,A,Taux de pauvreté : 40 à 49 ans - Cher,Poverty rate: 40 to 49 years old - Cher,2018-06-19,POURCENT,0,D18,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,17.9,A,DEF,A,001742953,A,Taux de pauvreté : 40 à 49 ans - Cher,Poverty rate: 40 to 49 years old - Cher,2018-06-19,POURCENT,0,D18,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,18.1,A,DEF,A,001742953,A,Taux de pauvreté : 40 à 49 ans - Cher,Poverty rate: 40 to 49 years old - Cher,2018-06-19,POURCENT,0,D18,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D18.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,18 - Cher,18 - Cher,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,13.2,A,DEF,A,001742964,A,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,Poverty rate: 40 to 49 years old - Eure-et-Loir,2018-06-19,POURCENT,0,D28,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D28.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,28 - Eure-et-Loir,28 - Eure-et-Loir,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.7,A,DEF,A,001742964,A,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,Poverty rate: 40 to 49 years old - Eure-et-Loir,2018-06-19,POURCENT,0,D28,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D28.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,28 - Eure-et-Loir,28 - Eure-et-Loir,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,14.2,A,DEF,A,001742964,A,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,Poverty rate: 40 to 49 years old - Eure-et-Loir,2018-06-19,POURCENT,0,D28,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D28.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,28 - Eure-et-Loir,28 - Eure-et-Loir,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,14.6,A,DEF,A,001742964,A,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,Poverty rate: 40 to 49 years old - Eure-et-Loir,2018-06-19,POURCENT,0,D28,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D28.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,28 - Eure-et-Loir,28 - Eure-et-Loir,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,23.1,A,DEF,A,001742966,A,Taux de pauvreté : 40 à 49 ans - Gard,Poverty rate: 40 to 49 years old - Gard,2018-06-19,POURCENT,0,D30,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D30.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,30 - Gard,30 - Gard,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,24.1,A,DEF,A,001742966,A,Taux de pauvreté : 40 à 49 ans - Gard,Poverty rate: 40 to 49 years old - Gard,2018-06-19,POURCENT,0,D30,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D30.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,30 - Gard,30 - Gard,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,24.2,A,DEF,A,001742966,A,Taux de pauvreté : 40 à 49 ans - Gard,Poverty rate: 40 to 49 years old - Gard,2018-06-19,POURCENT,0,D30,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D30.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,30 - Gard,30 - Gard,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,24.3,A,DEF,A,001742966,A,Taux de pauvreté : 40 à 49 ans - Gard,Poverty rate: 40 to 49 years old - Gard,2018-06-19,POURCENT,0,D30,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D30.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,30 - Gard,30 - Gard,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,12.8,A,DEF,A,001742967,A,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,Poverty rate: 40 to 49 years old - Haute-Garonne,2018-06-19,POURCENT,0,D31,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D31.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,31 - Haute-Garonne,31 - Haute-Garonne,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.3,A,DEF,A,001742967,A,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,Poverty rate: 40 to 49 years old - Haute-Garonne,2018-06-19,POURCENT,0,D31,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D31.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,31 - Haute-Garonne,31 - Haute-Garonne,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,13.7,A,DEF,A,001742967,A,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,Poverty rate: 40 to 49 years old - Haute-Garonne,2018-06-19,POURCENT,0,D31,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D31.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,31 - Haute-Garonne,31 - Haute-Garonne,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,14.3,A,DEF,A,001742967,A,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,Poverty rate: 40 to 49 years old - Haute-Garonne,2018-06-19,POURCENT,0,D31,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D31.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,31 - Haute-Garonne,31 - Haute-Garonne,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,15.6,A,DEF,A,001742968,A,Taux de pauvreté : 40 à 49 ans - Gers,Poverty rate: 40 to 49 years old - Gers,2018-06-19,POURCENT,0,D32,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D32.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,32 - Gers,32 - Gers,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,16.5,A,DEF,A,001742968,A,Taux de pauvreté : 40 à 49 ans - Gers,Poverty rate: 40 to 49 years old - Gers,2018-06-19,POURCENT,0,D32,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D32.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,32 - Gers,32 - Gers,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,17.1,A,DEF,A,001742968,A,Taux de pauvreté : 40 à 49 ans - Gers,Poverty rate: 40 to 49 years old - Gers,2018-06-19,POURCENT,0,D32,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D32.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,32 - Gers,32 - Gers,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,16.6,A,DEF,A,001742968,A,Taux de pauvreté : 40 à 49 ans - Gers,Poverty rate: 40 to 49 years old - Gers,2018-06-19,POURCENT,0,D32,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D32.40-49.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,40-49,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,32 - Gers,32 - Gers,De 40 à 49 ans,From 40 to 49 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
