CODEGEO,NIVGEO,UNIT_label_fr,UNIT,INDICS_FILO_DISP,OBS_VALUE,INDICS_FILO_DISP_label,DATASET_VERSION,DATASET_NAME,DATA_DATE,INDICS_FILO_DISP_DET,INDICS_FILO_DISP_DET_label
03,DEP,Rapport interdécile (sans unité),RD,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,taux de pauvreté,TP60,,15.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Part des revenus d'activité,PACT,,60.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,52.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Part des indemnités de chômage,PCHO,,2.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,revenus des activités non salariées,PBEN,,5.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,"Pensions, retraites, et rentes",PPEN,,37.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Revenus du patrimoine,PPAT,,10.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Ensemble des prestations sociales,PPSOC,,6.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,prestations familiales,PPFAM,,2.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Minima sociaux,PPMINI,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,prestations logements,PPLOGT,,1.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
03,DEP,Impôts,PIMPOT,,-15.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Premier décile,D1,,11060.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Neuvième décile,D9,,35380.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Rapport interdécile (sans unité),RD,,3.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,taux de pauvreté,TP60,,16.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Part des revenus d'activité,PACT,,60.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,50.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Part des indemnités de chômage,PCHO,,3.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,revenus des activités non salariées,PBEN,,6.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,"Pensions, retraites, et rentes",PPEN,,35.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Revenus du patrimoine,PPAT,,14.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Ensemble des prestations sociales,PPSOC,,5.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,prestations familiales,PPFAM,,1.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Minima sociaux,PPMINI,,2.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,prestations logements,PPLOGT,,1.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
04,DEP,Impôts,PIMPOT,,-16.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Premier décile,D1,,11800.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Neuvième décile,D9,,35410.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Rapport interdécile (sans unité),RD,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,taux de pauvreté,TP60,,13.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Part des revenus d'activité,PACT,,64.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,53.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Part des indemnités de chômage,PCHO,,3.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,revenus des activités non salariées,PBEN,,7.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,"Pensions, retraites, et rentes",PPEN,,35.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Revenus du patrimoine,PPAT,,11.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Ensemble des prestations sociales,PPSOC,,5.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,prestations familiales,PPFAM,,1.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Minima sociaux,PPMINI,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,prestations logements,PPLOGT,,1.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
05,DEP,Impôts,PIMPOT,,-16.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Premier décile,D1,,11090.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Neuvième décile,D9,,41770.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Rapport interdécile (sans unité),RD,,3.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,taux de pauvreté,TP60,,15.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Part des revenus d'activité,PACT,,72.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,62.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Part des indemnités de chômage,PCHO,,3.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,revenus des activités non salariées,PBEN,,6.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,"Pensions, retraites, et rentes",PPEN,,29.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Revenus du patrimoine,PPAT,,13.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Ensemble des prestations sociales,PPSOC,,4.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,prestations familiales,PPFAM,,1.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Minima sociaux,PPMINI,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,prestations logements,PPLOGT,,1.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
06,DEP,Impôts,PIMPOT,,-20.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Premier décile,D1,,11630.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Neuvième décile,D9,,34440.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Rapport interdécile (sans unité),RD,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,taux de pauvreté,TP60,,14.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Part des revenus d'activité,PACT,,64.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,55.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Part des indemnités de chômage,PCHO,,3.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,revenus des activités non salariées,PBEN,,5.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,"Pensions, retraites, et rentes",PPEN,,34.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Revenus du patrimoine,PPAT,,12.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Ensemble des prestations sociales,PPSOC,,5.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,prestations familiales,PPFAM,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Minima sociaux,PPMINI,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,prestations logements,PPLOGT,,1.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
07,DEP,Impôts,PIMPOT,,-15.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Premier décile,D1,,10660.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Neuvième décile,D9,,32960.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Rapport interdécile (sans unité),RD,,3.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,taux de pauvreté,TP60,,18.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Part des revenus d'activité,PACT,,66.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,57.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Part des indemnités de chômage,PCHO,,2.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,revenus des activités non salariées,PBEN,,5.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,"Pensions, retraites, et rentes",PPEN,,31.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Revenus du patrimoine,PPAT,,9.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Ensemble des prestations sociales,PPSOC,,7.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,prestations familiales,PPFAM,,2.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Minima sociaux,PPMINI,,3.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,prestations logements,PPLOGT,,1.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
08,DEP,Impôts,PIMPOT,,-14.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Premier décile,D1,,10690.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Neuvième décile,D9,,33090.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Rapport interdécile (sans unité),RD,,3.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,taux de pauvreté,TP60,,18.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Part des revenus d'activité,PACT,,60.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,51.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Part des indemnités de chômage,PCHO,,3.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,revenus des activités non salariées,PBEN,,5.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,"Pensions, retraites, et rentes",PPEN,,37.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Revenus du patrimoine,PPAT,,9.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Ensemble des prestations sociales,PPSOC,,7.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,prestations familiales,PPFAM,,2.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Minima sociaux,PPMINI,,3.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,prestations logements,PPLOGT,,1.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
09,DEP,Impôts,PIMPOT,,-14.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Premier décile,D1,,11240.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Neuvième décile,D9,,35650.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Rapport interdécile (sans unité),RD,,3.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,taux de pauvreté,TP60,,16.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Part des revenus d'activité,PACT,,68.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,57.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Part des indemnités de chômage,PCHO,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,revenus des activités non salariées,PBEN,,8.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,"Pensions, retraites, et rentes",PPEN,,30.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Revenus du patrimoine,PPAT,,10.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Ensemble des prestations sociales,PPSOC,,6.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,prestations familiales,PPFAM,,2.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Minima sociaux,PPMINI,,2.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,prestations logements,PPLOGT,,1.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
10,DEP,Impôts,PIMPOT,,-16.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Premier décile,D1,,10220.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Neuvième décile,D9,,33020.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Rapport interdécile (sans unité),RD,,3.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,taux de pauvreté,TP60,,20.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Part des revenus d'activité,PACT,,60.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,50.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Part des indemnités de chômage,PCHO,,3.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,revenus des activités non salariées,PBEN,,6.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,"Pensions, retraites, et rentes",PPEN,,37.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Revenus du patrimoine,PPAT,,9.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Ensemble des prestations sociales,PPSOC,,8.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,prestations familiales,PPFAM,,2.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Minima sociaux,PPMINI,,3.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,prestations logements,PPLOGT,,2.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
11,DEP,Impôts,PIMPOT,,-15.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Premier décile,D1,,11780.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Neuvième décile,D9,,34230.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Rapport interdécile (sans unité),RD,,2.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,taux de pauvreté,TP60,,14.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Part des revenus d'activité,PACT,,63.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,52.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Part des indemnités de chômage,PCHO,,2.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,revenus des activités non salariées,PBEN,,8.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,"Pensions, retraites, et rentes",PPEN,,35.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Revenus du patrimoine,PPAT,,11.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Ensemble des prestations sociales,PPSOC,,5.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,prestations familiales,PPFAM,,1.9,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Minima sociaux,PPMINI,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,prestations logements,PPLOGT,,1.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
12,DEP,Impôts,PIMPOT,,-15.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Premier décile,D1,,10390.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Neuvième décile,D9,,39770.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Rapport interdécile (sans unité),RD,,3.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,taux de pauvreté,TP60,,18.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Part des revenus d'activité,PACT,,74.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,64.6,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Part des indemnités de chômage,PCHO,,3.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,revenus des activités non salariées,PBEN,,6.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,"Pensions, retraites, et rentes",PPEN,,27.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Revenus du patrimoine,PPAT,,10.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Ensemble des prestations sociales,PPSOC,,6.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,prestations familiales,PPFAM,,2.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Minima sociaux,PPMINI,,2.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,prestations logements,PPLOGT,,1.7,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
13,DEP,Impôts,PIMPOT,,-19.2,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Premier décile,D1,,12270.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Neuvième décile,D9,,36380.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Rapport interdécile (sans unité),RD,,3.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,taux de pauvreté,TP60,,12.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Part des revenus d'activité,PACT,,70.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Part des salaires ou traitements hors indemnités de chômage,PTSA,,61.4,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Part des indemnités de chômage,PCHO,,2.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,revenus des activités non salariées,PBEN,,5.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,"Pensions, retraites, et rentes",PPEN,,32.0,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Revenus du patrimoine,PPAT,,9.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Ensemble des prestations sociales,PPSOC,,5.5,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,prestations familiales,PPFAM,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Minima sociaux,PPMINI,,2.1,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,prestations logements,PPLOGT,,1.3,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
14,DEP,Impôts,PIMPOT,,-16.8,,GEO2021FILO2018,Fichier localisé social et fiscal,2018.0,1,Indicateur de revenus disponibles détaillés
