CODEGEO,NIVGEO,UNIT_label_fr,UNIT,STOCD,OBS_VALUE,STOCD_label,DATASET_VERSION,DATASET_NAME,DATA_DATE
23,DEP,Nombre d'heures annuelles travaillées,DUREE,21,61114.10465,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
23,DEP,Nombre d'heures annuelles travaillées,DUREE,22,47672.358082,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
23,DEP,Nombre d'heures annuelles travaillées,DUREE,23,3607.3466,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
23,DEP,Nombre d'heures annuelles travaillées,DUREE,30,29380.545415,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,ENS,195895.699159,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,10,134125.160904,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,21,41107.372716,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,22,12188.107425,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,23,3245.993188,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre de logements,NBLOG,30,5229.064926,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,ENS,401161.02347,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,10,284121.661134,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,21,77462.594962,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,22,24670.873566,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,23,4933.580191,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Population,POP,30,9972.313617,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,3423016.373022,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2957353.042398,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,21,256092.946202,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,22,116257.708657,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,23,14447.605447,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
24,DEP,Nombre d'heures annuelles travaillées,DUREE,30,78865.070317,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,ENS,245757.018335,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,10,146024.862468,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,21,55580.566936,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,22,32031.806834,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,23,7428.089588,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre de logements,NBLOG,30,4691.692508,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,ENS,529591.053236,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,10,336950.246837,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,21,101974.953364,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,22,72058.94064,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,23,10022.666862,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Population,POP,30,8584.245533,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,3837194.040382,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,10,3095760.003349,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,21,312219.725045,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,22,339849.580688,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,23,25441.063848,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
25,DEP,Nombre d'heures annuelles travaillées,DUREE,30,63923.667451,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,ENS,229776.962504,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,10,142117.112498,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,21,52423.152454,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,22,24920.987263,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,23,5155.760013,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre de logements,NBLOG,30,5159.950275,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,ENS,504726.766476,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,10,326651.117721,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,21,103253.031332,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,22,57047.107488,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,23,7356.160495,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Population,POP,30,10419.349439,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,3486271.977818,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2852530.002176,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,21,310791.386012,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,22,240981.557995,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,23,18941.011912,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
26,DEP,Nombre d'heures annuelles travaillées,DUREE,30,63028.019724,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,ENS,253986.371001,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,10,165878.880178,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,21,44860.073326,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,22,36529.275251,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,23,2476.838817,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre de logements,NBLOG,30,4241.303429,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,ENS,587579.363577,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,10,398702.319574,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,21,91520.687075,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,22,84102.119957,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,23,4390.312875,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Population,POP,30,8863.924096,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,4044780.811784,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,10,3330801.524969,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,21,282884.078704,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,22,363399.158706,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,23,14514.354217,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
27,DEP,Nombre d'heures annuelles travaillées,DUREE,30,53181.695189,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,ENS,185040.002384,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,10,122547.658614,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,21,29210.24544,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,22,28598.73506,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,23,1866.036802,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre de logements,NBLOG,30,2817.326468,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,ENS,423010.254746,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,10,290291.954373,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,21,58292.412967,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,22,65633.309812,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,23,2999.166074,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Population,POP,30,5793.411519,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,3061416.532727,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,10,2529658.6731,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,21,164292.498931,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,22,323082.057443,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,23,9933.745814,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
28,DEP,Nombre d'heures annuelles travaillées,DUREE,30,34449.557439,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,ENS,430088.010368,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,10,296333.203129,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,21,74652.24319,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,22,43124.54285,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,23,9628.627157,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre de logements,NBLOG,30,6349.394042,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,ENS,887343.987146,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,10,648878.146428,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,21,133722.083914,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,22,79705.471951,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,23,13242.312799,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Population,POP,30,11795.972055,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,7200576.366234,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,10,6328798.557858,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,21,352785.243374,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,22,413189.734316,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,23,31232.606957,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
29,DEP,Nombre d'heures annuelles travaillées,DUREE,30,74570.223729,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,ENS,336215.809096,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,10,198647.438163,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,21,87172.904629,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,22,33738.072509,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,23,7670.234277,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre de logements,NBLOG,30,8987.159519,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,ENS,729782.505927,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,10,447117.928291,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,21,174711.851279,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,22,78364.706985,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,23,11517.595717,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Population,POP,30,18070.423656,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,5010515.071994,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,10,3940093.439691,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,21,539992.270079,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,22,384102.764164,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,23,29893.48028,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
30,DEP,Nombre d'heures annuelles travaillées,DUREE,30,116433.11778,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,ENS,643337.928889,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,10,336415.009755,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,21,190758.659903,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,22,70152.245556,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,23,33107.746548,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre de logements,NBLOG,30,12904.267128,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,ENS,1353697.341315,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,10,776729.353785,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,21,345403.517185,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,22,163071.034929,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,23,44381.009604,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Population,POP,30,24112.425812,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,8157958.54499,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,10,6363030.336222,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,21,934919.424193,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,22,627991.644234,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,23,93208.989689,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
31,DEP,Nombre d'heures annuelles travaillées,DUREE,30,138808.150651,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,ENS,88771.420035,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,10,61135.44581,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,21,18771.725581,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,22,4964.047846,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,23,1297.058695,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre de logements,NBLOG,30,2603.142104,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,ENS,186472.166692,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,10,133729.882829,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,21,35328.575053,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,22,10515.419134,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,23,1965.412883,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Population,POP,30,4932.876793,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,1664094.692688,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,10,1448558.340757,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,21,119721.696915,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,22,45263.184594,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,23,5442.293295,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
32,DEP,Nombre d'heures annuelles travaillées,DUREE,30,45109.177126,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,ENS,740536.267066,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,10,404880.836195,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,21,202519.573753,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,22,93626.310176,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,23,24167.854921,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre de logements,NBLOG,30,15341.692021,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,ENS,1572790.571981,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,10,932383.936616,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,21,371299.329093,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,22,205576.201572,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,23,33295.765581,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Population,POP,30,30235.339118,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,10097439.443134,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,10,7813863.330479,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,21,1069921.067893,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,22,953739.50101,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,23,70316.420751,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
33,DEP,Nombre d'heures annuelles travaillées,DUREE,30,189599.123001,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,ENS,543017.361803,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,10,288852.061124,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,21,160214.991954,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,22,54732.211721,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,23,25975.002711,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre de logements,NBLOG,30,13243.094293,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,ENS,1134713.435153,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,10,635041.00661,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,21,305927.649452,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,22,131280.741139,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,23,36607.205547,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Population,POP,30,25856.832405,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,6903398.689476,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,10,5237032.086844,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,21,861672.619495,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,22,588966.504624,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,23,73116.751796,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
34,DEP,Nombre d'heures annuelles travaillées,DUREE,30,142610.726716,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,ENS,478061.025303,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,10,285842.755915,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,21,109532.43334,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,22,63305.187608,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,23,13767.542977,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre de logements,NBLOG,30,5613.105463,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,ENS,1041229.067033,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,10,683170.97997,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,21,201246.467901,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,22,127019.904138,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,23,18853.260608,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Population,POP,30,10938.454415,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre d'heures annuelles travaillées,DUREE,ENS,6651544.419265,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre d'heures annuelles travaillées,DUREE,10,5462463.404666,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre d'heures annuelles travaillées,DUREE,21,499326.027208,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre d'heures annuelles travaillées,DUREE,22,595006.763497,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
35,DEP,Nombre d'heures annuelles travaillées,DUREE,23,37368.536651,Statut d'occupation du logement,GEO2021RP2018,Recensement de la population,2018.0
