periode,indice_prix,description,zone,id_serie,annee,trimestre
2020-Q1,116.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2020,1
2020-Q2,119.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2020,2
2020-Q3,121.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2020,3
2020-Q4,123.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2020,4
2021-Q1,123.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2021,1
2021-Q2,125.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2021,2
2021-Q3,128.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2021,3
2021-Q4,126.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2021,4
2022-Q1,126.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2022,1
2022-Q2,127.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2022,2
2022-Q3,129.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2022,3
2022-Q4,127.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2022,4
2023-Q1,125.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2023,1
2023-Q2,123.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2023,2
2023-Q3,122.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2023,3
2023-Q4,118.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2023,4
2024-Q1,115.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2024,1
2024-Q2,114.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2024,2
2024-Q3,116.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2024,3
2024-Q4,114.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2024,4
2025-Q1,115.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2025,1
2025-Q2,115.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2025,2
2025-Q3,117.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série brute,D94,10567044,2025,3
1992-Q1,47.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1992,1
1992-Q2,47.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1992,2
1992-Q3,46.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1992,3
1992-Q4,45.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1992,4
1993-Q1,45.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1993,1
1993-Q2,44.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1993,2
1993-Q3,44.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1993,3
1993-Q4,44.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1993,4
1994-Q1,44.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1994,1
1994-Q2,44.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1994,2
1994-Q3,44.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1994,3
1994-Q4,43.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1994,4
1995-Q1,43.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1995,1
1995-Q2,42.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1995,2
1995-Q3,41.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1995,3
1995-Q4,40.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1995,4
1996-Q1,40.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1996,1
1996-Q2,39.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1996,2
1996-Q3,39.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1996,3
1996-Q4,39.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1996,4
1997-Q1,38.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1997,1
1997-Q2,37.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1997,2
1997-Q3,36.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1997,3
1997-Q4,36.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1997,4
1998-Q1,36.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1998,1
1998-Q2,36.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1998,2
1998-Q3,36.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1998,3
1998-Q4,36.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1998,4
1999-Q1,37.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1999,1
1999-Q2,37.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1999,2
1999-Q3,38.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1999,3
1999-Q4,39.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,1999,4
2000-Q1,39.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2000,1
2000-Q2,40.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2000,2
2000-Q3,41.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2000,3
2000-Q4,41.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2000,4
2001-Q1,42.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2001,1
2001-Q2,43.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2001,2
2001-Q3,44.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2001,3
2001-Q4,45.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2001,4
2002-Q1,46.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2002,1
2002-Q2,47.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2002,2
2002-Q3,48.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2002,3
2002-Q4,50.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2002,4
2003-Q1,51.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2003,1
2003-Q2,53.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2003,2
2003-Q3,55.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2003,3
2003-Q4,57.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2003,4
2004-Q1,60.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2004,1
2004-Q2,62.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2004,2
2004-Q3,65.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2004,3
2004-Q4,67.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2004,4
2005-Q1,70.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2005,1
2005-Q2,73.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2005,2
2005-Q3,76.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2005,3
2005-Q4,79.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2005,4
2006-Q1,82.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2006,1
2006-Q2,84.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2006,2
2006-Q3,86.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2006,3
2006-Q4,87.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2006,4
2007-Q1,88.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2007,1
2007-Q2,90.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2007,2
2007-Q3,90.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2007,3
2007-Q4,92.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2007,4
2008-Q1,92.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2008,1
2008-Q2,92.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2008,2
2008-Q3,92.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2008,3
2008-Q4,90.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2008,4
2009-Q1,87.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2009,1
2009-Q2,85.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2009,2
2009-Q3,86.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2009,3
2009-Q4,87.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2009,4
2010-Q1,90.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2010,1
2010-Q2,92.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2010,2
2010-Q3,94.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2010,3
2010-Q4,97.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2010,4
2011-Q1,99.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2011,1
2011-Q2,102.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2011,2
2011-Q3,104.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2011,3
2011-Q4,104.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2011,4
2012-Q1,104.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2012,1
2012-Q2,104.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2012,2
2012-Q3,104.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2012,3
2012-Q4,104.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2012,4
2013-Q1,103.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2013,1
2013-Q2,104.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2013,2
2013-Q3,102.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2013,3
2013-Q4,102.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2013,4
2014-Q1,103.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2014,1
2014-Q2,102.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2014,2
2014-Q3,101.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2014,3
2014-Q4,101.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2014,4
2015-Q1,100.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2015,1
2015-Q2,100.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2015,2
2015-Q3,99.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2015,3
2015-Q4,99.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2015,4
2016-Q1,99.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2016,1
2016-Q2,100.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2016,2
2016-Q3,101.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2016,3
2016-Q4,101.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2016,4
2017-Q1,103.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2017,1
2017-Q2,103.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2017,2
2017-Q3,105.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2017,3
2017-Q4,104.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2017,4
2018-Q1,106.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2018,1
2018-Q2,106.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2018,2
2018-Q3,108.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2018,3
2018-Q4,109.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2018,4
2019-Q1,110.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2019,1
2019-Q2,111.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2019,2
2019-Q3,113.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2019,3
2019-Q4,114.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2019,4
2020-Q1,116.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2020,1
2020-Q2,120.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2020,2
2020-Q3,120.2,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2020,3
2020-Q4,123.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2020,4
2021-Q1,124.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2021,1
2021-Q2,125.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2021,2
2021-Q3,126.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2021,3
2021-Q4,125.9,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2021,4
2022-Q1,127.5,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2022,1
2022-Q2,128.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2022,2
2022-Q3,128.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2022,3
2022-Q4,128.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2022,4
2023-Q1,126.0,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2023,1
2023-Q2,124.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2023,2
2023-Q3,121.4,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2023,3
2023-Q4,118.6,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2023,4
2024-Q1,116.3,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2024,1
2024-Q2,114.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2024,2
2024-Q3,114.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2024,3
2024-Q4,114.7,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2024,4
2025-Q1,116.1,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2025,1
2025-Q2,115.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2025,2
2025-Q3,115.8,Indice des prix des logements anciens - Val-de-Marne - Appartements - Base 100 en moyenne annuelle 2015 - Série CVS,D94,10567045,2025,3
1992-Q1,45.7,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1992,1
1992-Q2,46.5,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1992,2
1992-Q3,46.8,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1992,3
1992-Q4,45.0,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1992,4
1993-Q1,44.7,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1993,1
1993-Q2,44.2,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1993,2
1993-Q3,45.4,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1993,3
1993-Q4,44.6,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1993,4
1994-Q1,44.5,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1994,1
1994-Q2,45.0,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1994,2
1994-Q3,45.6,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1994,3
1994-Q4,44.0,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1994,4
1995-Q1,43.5,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1995,1
1995-Q2,41.8,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1995,2
1995-Q3,42.4,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1995,3
1995-Q4,41.1,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1995,4
1996-Q1,40.6,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1996,1
1996-Q2,40.4,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1996,2
1996-Q3,41.1,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1996,3
1996-Q4,40.5,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1996,4
1997-Q1,39.3,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1997,1
1997-Q2,39.1,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1997,2
1997-Q3,39.5,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1997,3
1997-Q4,39.0,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1997,4
1998-Q1,38.4,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1998,1
1998-Q2,39.0,Indice des prix des logements anciens - Île-de-France : Val-de-Marne - Ensemble - Base 100 en moyenne annuelle 2015 - série brute,D94,10567046,1998,2
