periode,nb_logements,description,zone,id_serie,annee
2008,11579.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2008
2009,11672.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2009
2010,11773.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2010
2011,11872.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2011
2012,11970.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2012
2013,12079.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2013
2014,12192.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2014
2015,12301.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2015
2016,12412.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2016
2017,12545.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2017
2018,12700.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2018
2019,12819.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2019
2020,12989.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2020
2021,13152.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2021
2022,13326.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2022
2023,13498.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2023
2024,13666.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2024
2025,13830.0,Estimation annuelle du parc de logements - Nombre de résidences principales - Logement collectif - France métropolitaine,FM,1687216,2025
1982,51.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1982
1983,51.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1983
1984,52.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1984
1985,53.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1985
1986,53.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1986
1987,54.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1987
1988,54.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1988
1989,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1989
1990,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1990
1991,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1991
1992,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1992
1993,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1993
1994,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1994
1995,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1995
1996,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1996
1997,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1997
1998,55.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1998
1999,56.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,1999
2000,56.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2000
2001,56.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2001
2002,56.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2002
2003,57.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2003
2004,57.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2004
2005,57.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2005
2006,57.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2006
2007,57.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2007
2008,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2008
2009,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2009
2010,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2010
2011,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2011
2012,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2012
2013,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2013
2014,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2014
2015,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2015
2016,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2016
2017,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2017
2018,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2018
2019,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2019
2020,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2020
2021,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2021
2022,58.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2022
2023,57.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2023
2024,57.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2024
2025,57.6,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires - France métropolitaine,FM,1687221,2025
1982,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1982
1983,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1983
1984,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1984
1985,25.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1985
1986,25.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1986
1987,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1987
1988,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1988
1989,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1989
1990,26.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1990
1991,25.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1991
1992,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1992
1993,24.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1993
1994,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1994
1995,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1995
1996,23.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1996
1997,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1997
1998,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1998
1999,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,1999
2000,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2000
2001,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2001
2002,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2002
2003,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2003
2004,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2004
2005,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2005
2006,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2006
2007,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2007
2008,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2008
2009,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2009
2010,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2010
2011,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2011
2012,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2012
2013,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2013
2014,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2014
2015,20.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2015
2016,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2016
2017,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2017
2018,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2018
2019,21.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2019
2020,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2020
2021,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2021
2022,22.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2022
2023,22.2,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2023
2024,22.5,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2024
2025,22.7,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires accédants - France métropolitaine,FM,1687222,2025
1982,27.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1982
1983,28.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1983
1984,28.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1984
1985,28.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1985
1986,28.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1986
1987,28.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1987
1988,29.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1988
1989,29.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1989
1990,29.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1990
1991,30.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1991
1992,31.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1992
1993,31.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1993
1994,32.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1994
1995,32.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1995
1996,32.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1996
1997,33.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1997
1998,33.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1998
1999,34.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,1999
2000,34.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2000
2001,35.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2001
2002,35.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2002
2003,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2003
2004,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2004
2005,37.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2005
2006,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2006
2007,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2007
2008,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2008
2009,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2009
2010,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2010
2011,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2011
2012,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2012
2013,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2013
2014,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2014
2015,38.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2015
2016,37.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2016
2017,37.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2017
2018,37.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2018
2019,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2019
2020,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2020
2021,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2021
2022,36.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2022
2023,35.4,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2023
2024,35.1,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2024
2025,34.8,Estimation annuelle du parc de logements - Résidences principales - Proportion de propriétaires sans charges de remboursement - France métropolitaine,FM,1687223,2025
1982,42.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1982
1983,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1983
1984,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1984
1985,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1985
1986,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1986
1987,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1987
1988,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1988
1989,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1989
1990,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1990
1991,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1991
1992,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1992
1993,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1993
1994,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1994
1995,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1995
1996,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1996
1997,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1997
1998,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1998
1999,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,1999
2000,41.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2000
2001,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2001
2002,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2002
2003,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2003
2004,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2004
2005,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2005
2006,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2006
2007,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2007
2008,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2008
2009,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2009
2010,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2010
2011,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2011
2012,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2012
2013,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2013
2014,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2014
2015,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2015
2016,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2016
2017,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2017
2018,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2018
2019,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2019
2020,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2020
2021,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2021
2022,40.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2022
2023,40.2,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2023
2024,40.3,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2024
2025,40.3,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires - France métropolitaine,FM,1687224,2025
1982,15.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1982
1983,15.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1983
1984,15.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1984
1985,16.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1985
1986,16.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1986
1987,16.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1987
1988,16.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1988
1989,16.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1989
1990,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1990
1991,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1991
1992,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1992
1993,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1993
1994,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1994
1995,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1995
1996,19.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1996
1997,19.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1997
1998,19.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1998
1999,19.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,1999
2000,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2000
2001,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2001
2002,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2002
2003,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2003
2004,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2004
2005,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2005
2006,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2006
2007,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2007
2008,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2008
2009,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2009
2010,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2010
2011,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2011
2012,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2012
2013,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2013
2014,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2014
2015,17.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2015
2016,18.0,Estimation annuelle du parc de logements - Résidences principales - Proportion de locataires d'un bailleur public - France métropolitaine,FM,1687225,2016
