periode,taux_pauvrete,description,zone,id_serie,annee
2013,11.3,Taux de pauvreté : 75 ans ou plus - Alpes-Maritimes,D06,1742625,2013
2014,10.9,Taux de pauvreté : 75 ans ou plus - Alpes-Maritimes,D06,1742625,2014
2015,9.9,Taux de pauvreté : 75 ans ou plus - Alpes-Maritimes,D06,1742625,2015
2012,11.6,Taux de pauvreté : 75 ans ou plus - Ardèche,D07,1742626,2012
2013,10.1,Taux de pauvreté : 75 ans ou plus - Ardèche,D07,1742626,2013
2014,9.5,Taux de pauvreté : 75 ans ou plus - Ardèche,D07,1742626,2014
2015,8.9,Taux de pauvreté : 75 ans ou plus - Ardèche,D07,1742626,2015
2012,12.0,Taux de pauvreté : 75 ans ou plus - Ardennes,D08,1742627,2012
2013,9.9,Taux de pauvreté : 75 ans ou plus - Ardennes,D08,1742627,2013
2014,10.0,Taux de pauvreté : 75 ans ou plus - Ardennes,D08,1742627,2014
2015,9.8,Taux de pauvreté : 75 ans ou plus - Ardennes,D08,1742627,2015
2012,14.6,Taux de pauvreté : 75 ans ou plus - Ariège,D09,1742628,2012
2013,13.2,Taux de pauvreté : 75 ans ou plus - Ariège,D09,1742628,2013
2014,12.6,Taux de pauvreté : 75 ans ou plus - Ariège,D09,1742628,2014
2015,12.2,Taux de pauvreté : 75 ans ou plus - Ariège,D09,1742628,2015
2012,8.4,Taux de pauvreté : 75 ans ou plus - Aube,D10,1742629,2012
2013,6.9,Taux de pauvreté : 75 ans ou plus - Aube,D10,1742629,2013
2014,6.8,Taux de pauvreté : 75 ans ou plus - Aube,D10,1742629,2014
2015,6.6,Taux de pauvreté : 75 ans ou plus - Aube,D10,1742629,2015
2012,17.7,Taux de pauvreté : 75 ans ou plus - Aude,D11,1742630,2012
2013,16.1,Taux de pauvreté : 75 ans ou plus - Aude,D11,1742630,2013
2014,15.3,Taux de pauvreté : 75 ans ou plus - Aude,D11,1742630,2014
2015,13.8,Taux de pauvreté : 75 ans ou plus - Aude,D11,1742630,2015
2012,15.6,Taux de pauvreté : 75 ans ou plus - Aveyron,D12,1742631,2012
2013,13.8,Taux de pauvreté : 75 ans ou plus - Aveyron,D12,1742631,2013
2014,12.6,Taux de pauvreté : 75 ans ou plus - Aveyron,D12,1742631,2014
2015,12.2,Taux de pauvreté : 75 ans ou plus - Aveyron,D12,1742631,2015
2012,12.3,Taux de pauvreté : 75 ans ou plus - Bouches-du-Rhône,D13,1742632,2012
2013,11.0,Taux de pauvreté : 75 ans ou plus - Bouches-du-Rhône,D13,1742632,2013
2014,10.8,Taux de pauvreté : 75 ans ou plus - Bouches-du-Rhône,D13,1742632,2014
2015,10.4,Taux de pauvreté : 75 ans ou plus - Bouches-du-Rhône,D13,1742632,2015
2012,8.2,Taux de pauvreté : 75 ans ou plus - Calvados,D14,1742633,2012
2013,7.0,Taux de pauvreté : 75 ans ou plus - Calvados,D14,1742633,2013
2014,6.7,Taux de pauvreté : 75 ans ou plus - Calvados,D14,1742633,2014
2015,6.3,Taux de pauvreté : 75 ans ou plus - Calvados,D14,1742633,2015
2012,16.8,Taux de pauvreté : 75 ans ou plus - Cantal,D15,1742634,2012
2013,14.7,Taux de pauvreté : 75 ans ou plus - Cantal,D15,1742634,2013
2014,14.4,Taux de pauvreté : 75 ans ou plus - Cantal,D15,1742634,2014
2015,13.6,Taux de pauvreté : 75 ans ou plus - Cantal,D15,1742634,2015
2012,13.5,Taux de pauvreté : 75 ans ou plus - Charente,D16,1742635,2012
2013,11.4,Taux de pauvreté : 75 ans ou plus - Charente,D16,1742635,2013
2014,11.0,Taux de pauvreté : 75 ans ou plus - Charente,D16,1742635,2014
2015,10.4,Taux de pauvreté : 75 ans ou plus - Charente,D16,1742635,2015
2012,11.3,Taux de pauvreté : 75 ans ou plus - Charente-Maritime,D17,1742636,2012
2013,9.6,Taux de pauvreté : 75 ans ou plus - Charente-Maritime,D17,1742636,2013
2014,9.1,Taux de pauvreté : 75 ans ou plus - Charente-Maritime,D17,1742636,2014
2015,8.5,Taux de pauvreté : 75 ans ou plus - Charente-Maritime,D17,1742636,2015
2012,9.6,Taux de pauvreté : 75 ans ou plus - Cher,D18,1742637,2012
2013,8.1,Taux de pauvreté : 75 ans ou plus - Cher,D18,1742637,2013
2014,7.9,Taux de pauvreté : 75 ans ou plus - Cher,D18,1742637,2014
2015,7.8,Taux de pauvreté : 75 ans ou plus - Cher,D18,1742637,2015
2012,25.9,Taux de pauvreté : Moins de 30 ans - Hautes-Pyrénées,D65,1742638,2012
2013,26.5,Taux de pauvreté : Moins de 30 ans - Hautes-Pyrénées,D65,1742638,2013
2014,26.8,Taux de pauvreté : Moins de 30 ans - Hautes-Pyrénées,D65,1742638,2014
2015,28.3,Taux de pauvreté : Moins de 30 ans - Hautes-Pyrénées,D65,1742638,2015
2012,31.9,Taux de pauvreté : Moins de 30 ans - Pyrénées-Orientales,D66,1742639,2012
2013,34.3,Taux de pauvreté : Moins de 30 ans - Pyrénées-Orientales,D66,1742639,2013
2014,34.8,Taux de pauvreté : Moins de 30 ans - Pyrénées-Orientales,D66,1742639,2014
2015,33.3,Taux de pauvreté : Moins de 30 ans - Pyrénées-Orientales,D66,1742639,2015
2012,20.2,Taux de pauvreté : Moins de 30 ans - Bas-Rhin,D67,1742640,2012
2013,21.5,Taux de pauvreté : Moins de 30 ans - Bas-Rhin,D67,1742640,2013
2014,21.4,Taux de pauvreté : Moins de 30 ans - Bas-Rhin,D67,1742640,2014
2015,21.7,Taux de pauvreté : Moins de 30 ans - Bas-Rhin,D67,1742640,2015
2012,20.7,Taux de pauvreté : Moins de 30 ans - Haut-Rhin,D68,1742641,2012
2013,22.0,Taux de pauvreté : Moins de 30 ans - Haut-Rhin,D68,1742641,2013
2014,21.9,Taux de pauvreté : Moins de 30 ans - Haut-Rhin,D68,1742641,2014
2015,21.7,Taux de pauvreté : Moins de 30 ans - Haut-Rhin,D68,1742641,2015
2012,20.0,Taux de pauvreté : Moins de 30 ans - Rhône,D69,1742642,2012
2013,20.8,Taux de pauvreté : Moins de 30 ans - Rhône,D69,1742642,2013
2014,20.8,Taux de pauvreté : Moins de 30 ans - Rhône,D69,1742642,2014
2015,20.8,Taux de pauvreté : Moins de 30 ans - Rhône,D69,1742642,2015
2012,22.9,Taux de pauvreté : Moins de 30 ans - Haute-Saône,D70,1742643,2012
2013,23.9,Taux de pauvreté : Moins de 30 ans - Haute-Saône,D70,1742643,2013
2014,23.7,Taux de pauvreté : Moins de 30 ans - Haute-Saône,D70,1742643,2014
2015,24.2,Taux de pauvreté : Moins de 30 ans - Haute-Saône,D70,1742643,2015
2012,19.7,Taux de pauvreté : Moins de 30 ans - Saône-et-Loire,D71,1742644,2012
2013,20.7,Taux de pauvreté : Moins de 30 ans - Saône-et-Loire,D71,1742644,2013
2014,20.5,Taux de pauvreté : Moins de 30 ans - Saône-et-Loire,D71,1742644,2014
2015,20.3,Taux de pauvreté : Moins de 30 ans - Saône-et-Loire,D71,1742644,2015
2012,21.4,Taux de pauvreté : Moins de 30 ans - Sarthe,D72,1742645,2012
2013,22.9,Taux de pauvreté : Moins de 30 ans - Sarthe,D72,1742645,2013
2014,22.4,Taux de pauvreté : Moins de 30 ans - Sarthe,D72,1742645,2014
2015,22.6,Taux de pauvreté : Moins de 30 ans - Sarthe,D72,1742645,2015
2012,16.1,Taux de pauvreté : Moins de 30 ans - Savoie,D73,1742646,2012
2013,16.7,Taux de pauvreté : Moins de 30 ans - Savoie,D73,1742646,2013
2014,16.4,Taux de pauvreté : Moins de 30 ans - Savoie,D73,1742646,2014
2015,16.5,Taux de pauvreté : Moins de 30 ans - Savoie,D73,1742646,2015
2012,13.9,Taux de pauvreté : Moins de 30 ans - Haute-Savoie,D74,1742647,2012
2013,13.4,Taux de pauvreté : Moins de 30 ans - Haute-Savoie,D74,1742647,2013
2014,13.0,Taux de pauvreté : Moins de 30 ans - Haute-Savoie,D74,1742647,2014
2015,12.9,Taux de pauvreté : Moins de 30 ans - Haute-Savoie,D74,1742647,2015
2012,17.4,Taux de pauvreté : Moins de 30 ans - Paris,D75,1742648,2012
2013,18.0,Taux de pauvreté : Moins de 30 ans - Paris,D75,1742648,2013
2014,17.6,Taux de pauvreté : Moins de 30 ans - Paris,D75,1742648,2014
2015,17.4,Taux de pauvreté : Moins de 30 ans - Paris,D75,1742648,2015
2012,22.9,Taux de pauvreté : Moins de 30 ans - Seine-Maritime,D76,1742649,2012
2013,24.1,Taux de pauvreté : Moins de 30 ans - Seine-Maritime,D76,1742649,2013
2014,24.7,Taux de pauvreté : Moins de 30 ans - Seine-Maritime,D76,1742649,2014
2015,24.7,Taux de pauvreté : Moins de 30 ans - Seine-Maritime,D76,1742649,2015
2012,16.6,Taux de pauvreté : Moins de 30 ans - Seine-et-Marne,D77,1742650,2012
2013,17.0,Taux de pauvreté : Moins de 30 ans - Seine-et-Marne,D77,1742650,2013
2014,16.8,Taux de pauvreté : Moins de 30 ans - Seine-et-Marne,D77,1742650,2014
2015,17.6,Taux de pauvreté : Moins de 30 ans - Seine-et-Marne,D77,1742650,2015
2012,13.5,Taux de pauvreté : Moins de 30 ans - Yvelines,D78,1742651,2012
2013,14.6,Taux de pauvreté : Moins de 30 ans - Yvelines,D78,1742651,2013
2014,14.9,Taux de pauvreté : Moins de 30 ans - Yvelines,D78,1742651,2014
2015,15.2,Taux de pauvreté : Moins de 30 ans - Yvelines,D78,1742651,2015
2012,19.4,Taux de pauvreté : Moins de 30 ans - Deux-Sèvres,D79,1742652,2012
2013,20.7,Taux de pauvreté : Moins de 30 ans - Deux-Sèvres,D79,1742652,2013
2014,21.2,Taux de pauvreté : Moins de 30 ans - Deux-Sèvres,D79,1742652,2014
2015,21.3,Taux de pauvreté : Moins de 30 ans - Deux-Sèvres,D79,1742652,2015
2012,28.5,Taux de pauvreté : Moins de 30 ans - Somme,D80,1742653,2012
2013,30.1,Taux de pauvreté : Moins de 30 ans - Somme,D80,1742653,2013
2014,30.4,Taux de pauvreté : Moins de 30 ans - Somme,D80,1742653,2014
2015,30.4,Taux de pauvreté : Moins de 30 ans - Somme,D80,1742653,2015
2012,24.1,Taux de pauvreté : Moins de 30 ans - Tarn-et-Garonne,D82,1742655,2012
2013,26.1,Taux de pauvreté : Moins de 30 ans - Tarn-et-Garonne,D82,1742655,2013
2014,26.1,Taux de pauvreté : Moins de 30 ans - Tarn-et-Garonne,D82,1742655,2014
2015,25.7,Taux de pauvreté : Moins de 30 ans - Tarn-et-Garonne,D82,1742655,2015
2012,12.3,Taux de pauvreté : 50 à 59 ans - Haute-Saône,D70,1742244,2012
2013,13.0,Taux de pauvreté : 50 à 59 ans - Haute-Saône,D70,1742244,2013
2014,13.6,Taux de pauvreté : 50 à 59 ans - Haute-Saône,D70,1742244,2014
2015,13.7,Taux de pauvreté : 50 à 59 ans - Haute-Saône,D70,1742244,2015
2012,10.6,Taux de pauvreté : 75 ans ou plus - Allier,D03,1742622,2012
2013,9.1,Taux de pauvreté : 75 ans ou plus - Allier,D03,1742622,2013
2014,9.0,Taux de pauvreté : 75 ans ou plus - Allier,D03,1742622,2014
2015,8.5,Taux de pauvreté : 75 ans ou plus - Allier,D03,1742622,2015
2012,13.1,Taux de pauvreté : 75 ans ou plus - Alpes-de-Haute-Provence,D04,1742623,2012
2013,11.8,Taux de pauvreté : 75 ans ou plus - Alpes-de-Haute-Provence,D04,1742623,2013
2014,11.3,Taux de pauvreté : 75 ans ou plus - Alpes-de-Haute-Provence,D04,1742623,2014
2015,10.5,Taux de pauvreté : 75 ans ou plus - Alpes-de-Haute-Provence,D04,1742623,2015
2012,12.9,Taux de pauvreté : 75 ans ou plus - Hautes-Alpes,D05,1742624,2012
2013,10.8,Taux de pauvreté : 75 ans ou plus - Hautes-Alpes,D05,1742624,2013
2014,10.6,Taux de pauvreté : 75 ans ou plus - Hautes-Alpes,D05,1742624,2014
2015,9.5,Taux de pauvreté : 75 ans ou plus - Hautes-Alpes,D05,1742624,2015
2012,14.6,Taux de pauvreté : 30 à 39 ans - Calvados,D14,1742787,2012
2013,15.1,Taux de pauvreté : 30 à 39 ans - Calvados,D14,1742787,2013
2014,15.3,Taux de pauvreté : 30 à 39 ans - Calvados,D14,1742787,2014
2015,15.5,Taux de pauvreté : 30 à 39 ans - Calvados,D14,1742787,2015
2012,16.8,Taux de pauvreté : 30 à 39 ans - Charente,D16,1742789,2012
2013,17.7,Taux de pauvreté : 30 à 39 ans - Charente,D16,1742789,2013
2014,18.0,Taux de pauvreté : 30 à 39 ans - Charente,D16,1742789,2014
2015,18.4,Taux de pauvreté : 30 à 39 ans - Charente,D16,1742789,2015
2012,19.8,Taux de pauvreté : 40 à 49 ans - Alpes-de-Haute-Provence,D04,1742939,2012
2013,20.2,Taux de pauvreté : 40 à 49 ans - Alpes-de-Haute-Provence,D04,1742939,2013
2014,21.0,Taux de pauvreté : 40 à 49 ans - Alpes-de-Haute-Provence,D04,1742939,2014
2015,20.8,Taux de pauvreté : 40 à 49 ans - Alpes-de-Haute-Provence,D04,1742939,2015
2012,16.7,Taux de pauvreté : 40 à 49 ans - Hautes-Alpes,D05,1742940,2012
2013,17.0,Taux de pauvreté : 40 à 49 ans - Hautes-Alpes,D05,1742940,2013
2014,17.8,Taux de pauvreté : 40 à 49 ans - Hautes-Alpes,D05,1742940,2014
2015,17.7,Taux de pauvreté : 40 à 49 ans - Hautes-Alpes,D05,1742940,2015
2012,16.6,Taux de pauvreté : 40 à 49 ans - Alpes-Maritimes,D06,1742941,2012
2013,17.6,Taux de pauvreté : 40 à 49 ans - Alpes-Maritimes,D06,1742941,2013
2014,17.9,Taux de pauvreté : 40 à 49 ans - Alpes-Maritimes,D06,1742941,2014
2015,18.4,Taux de pauvreté : 40 à 49 ans - Alpes-Maritimes,D06,1742941,2015
2012,17.4,Taux de pauvreté : 40 à 49 ans - Ardèche,D07,1742942,2012
2013,18.3,Taux de pauvreté : 40 à 49 ans - Ardèche,D07,1742942,2013
2014,17.8,Taux de pauvreté : 40 à 49 ans - Ardèche,D07,1742942,2014
2015,18.5,Taux de pauvreté : 40 à 49 ans - Ardèche,D07,1742942,2015
2012,22.8,Taux de pauvreté : 40 à 49 ans - Ardennes,D08,1742943,2012
2013,23.3,Taux de pauvreté : 40 à 49 ans - Ardennes,D08,1742943,2013
2014,23.7,Taux de pauvreté : 40 à 49 ans - Ardennes,D08,1742943,2014
2015,23.7,Taux de pauvreté : 40 à 49 ans - Ardennes,D08,1742943,2015
2012,21.2,Taux de pauvreté : 40 à 49 ans - Ariège,D09,1742944,2012
2013,21.3,Taux de pauvreté : 40 à 49 ans - Ariège,D09,1742944,2013
2014,21.5,Taux de pauvreté : 40 à 49 ans - Ariège,D09,1742944,2014
2015,21.8,Taux de pauvreté : 40 à 49 ans - Ariège,D09,1742944,2015
2012,17.3,Taux de pauvreté : 40 à 49 ans - Aube,D10,1742945,2012
2013,18.3,Taux de pauvreté : 40 à 49 ans - Aube,D10,1742945,2013
2014,18.4,Taux de pauvreté : 40 à 49 ans - Aube,D10,1742945,2014
2015,18.8,Taux de pauvreté : 40 à 49 ans - Aube,D10,1742945,2015
2012,24.8,Taux de pauvreté : 40 à 49 ans - Aude,D11,1742946,2012
2013,25.8,Taux de pauvreté : 40 à 49 ans - Aude,D11,1742946,2013
2014,26.3,Taux de pauvreté : 40 à 49 ans - Aude,D11,1742946,2014
2015,26.1,Taux de pauvreté : 40 à 49 ans - Aude,D11,1742946,2015
2012,16.3,Taux de pauvreté : 40 à 49 ans - Aveyron,D12,1742947,2012
2013,16.9,Taux de pauvreté : 40 à 49 ans - Aveyron,D12,1742947,2013
2014,16.6,Taux de pauvreté : 40 à 49 ans - Aveyron,D12,1742947,2014
2015,16.7,Taux de pauvreté : 40 à 49 ans - Aveyron,D12,1742947,2015
2012,21.3,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,D13,1742948,2012
2013,21.9,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,D13,1742948,2013
2014,22.2,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,D13,1742948,2014
2015,22.3,Taux de pauvreté : 40 à 49 ans - Bouches-du-Rhône,D13,1742948,2015
2012,15.3,Taux de pauvreté : 40 à 49 ans - Calvados,D14,1742949,2012
2013,15.9,Taux de pauvreté : 40 à 49 ans - Calvados,D14,1742949,2013
2014,15.7,Taux de pauvreté : 40 à 49 ans - Calvados,D14,1742949,2014
2015,16.0,Taux de pauvreté : 40 à 49 ans - Calvados,D14,1742949,2015
2012,17.1,Taux de pauvreté : 40 à 49 ans - Cantal,D15,1742950,2012
2013,17.3,Taux de pauvreté : 40 à 49 ans - Cantal,D15,1742950,2013
2014,16.5,Taux de pauvreté : 40 à 49 ans - Cantal,D15,1742950,2014
2015,16.8,Taux de pauvreté : 40 à 49 ans - Cantal,D15,1742950,2015
2012,16.9,Taux de pauvreté : 40 à 49 ans - Charente,D16,1742951,2012
2013,17.6,Taux de pauvreté : 40 à 49 ans - Charente,D16,1742951,2013
2014,17.6,Taux de pauvreté : 40 à 49 ans - Charente,D16,1742951,2014
2015,17.8,Taux de pauvreté : 40 à 49 ans - Charente,D16,1742951,2015
2012,16.3,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,D17,1742952,2012
2013,17.0,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,D17,1742952,2013
2014,17.1,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,D17,1742952,2014
2015,17.3,Taux de pauvreté : 40 à 49 ans - Charente-Maritime,D17,1742952,2015
2012,16.6,Taux de pauvreté : 40 à 49 ans - Cher,D18,1742953,2012
2013,17.6,Taux de pauvreté : 40 à 49 ans - Cher,D18,1742953,2013
2014,17.9,Taux de pauvreté : 40 à 49 ans - Cher,D18,1742953,2014
2015,18.1,Taux de pauvreté : 40 à 49 ans - Cher,D18,1742953,2015
2012,13.2,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,D28,1742964,2012
2013,13.7,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,D28,1742964,2013
2014,14.2,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,D28,1742964,2014
2015,14.6,Taux de pauvreté : 40 à 49 ans - Eure-et-Loir,D28,1742964,2015
2012,23.1,Taux de pauvreté : 40 à 49 ans - Gard,D30,1742966,2012
2013,24.1,Taux de pauvreté : 40 à 49 ans - Gard,D30,1742966,2013
2014,24.2,Taux de pauvreté : 40 à 49 ans - Gard,D30,1742966,2014
2015,24.3,Taux de pauvreté : 40 à 49 ans - Gard,D30,1742966,2015
2012,12.8,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,D31,1742967,2012
2013,13.3,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,D31,1742967,2013
2014,13.7,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,D31,1742967,2014
2015,14.3,Taux de pauvreté : 40 à 49 ans - Haute-Garonne,D31,1742967,2015
2012,15.6,Taux de pauvreté : 40 à 49 ans - Gers,D32,1742968,2012
2013,16.5,Taux de pauvreté : 40 à 49 ans - Gers,D32,1742968,2013
2014,17.1,Taux de pauvreté : 40 à 49 ans - Gers,D32,1742968,2014
2015,16.6,Taux de pauvreté : 40 à 49 ans - Gers,D32,1742968,2015
2012,13.3,Taux de pauvreté : 40 à 49 ans - Gironde,D33,1742969,2012
2013,14.0,Taux de pauvreté : 40 à 49 ans - Gironde,D33,1742969,2013
2014,14.3,Taux de pauvreté : 40 à 49 ans - Gironde,D33,1742969,2014
2015,14.8,Taux de pauvreté : 40 à 49 ans - Gironde,D33,1742969,2015
2012,21.9,Taux de pauvreté : 40 à 49 ans - Hérault,D34,1742970,2012
2013,22.7,Taux de pauvreté : 40 à 49 ans - Hérault,D34,1742970,2013
2014,23.1,Taux de pauvreté : 40 à 49 ans - Hérault,D34,1742970,2014
2015,22.9,Taux de pauvreté : 40 à 49 ans - Hérault,D34,1742970,2015
2012,10.5,Taux de pauvreté : 40 à 49 ans - Ille-et-Vilaine,D35,1742971,2012
2013,10.9,Taux de pauvreté : 40 à 49 ans - Ille-et-Vilaine,D35,1742971,2013
2014,11.4,Taux de pauvreté : 40 à 49 ans - Ille-et-Vilaine,D35,1742971,2014
2015,12.0,Taux de pauvreté : 40 à 49 ans - Ille-et-Vilaine,D35,1742971,2015
2012,16.5,Taux de pauvreté : 40 à 49 ans - Indre,D36,1742972,2012
2013,17.1,Taux de pauvreté : 40 à 49 ans - Indre,D36,1742972,2013
2014,18.0,Taux de pauvreté : 40 à 49 ans - Indre,D36,1742972,2014
2015,18.3,Taux de pauvreté : 40 à 49 ans - Indre,D36,1742972,2015
2012,13.1,Taux de pauvreté : 40 à 49 ans - Indre-et-Loire,D37,1742973,2012
2013,13.5,Taux de pauvreté : 40 à 49 ans - Indre-et-Loire,D37,1742973,2013
2014,13.9,Taux de pauvreté : 40 à 49 ans - Indre-et-Loire,D37,1742973,2014
2015,14.5,Taux de pauvreté : 40 à 49 ans - Indre-et-Loire,D37,1742973,2015
2012,12.1,Taux de pauvreté : 40 à 49 ans - Isère,D38,1742974,2012
2013,12.5,Taux de pauvreté : 40 à 49 ans - Isère,D38,1742974,2013
2014,12.7,Taux de pauvreté : 40 à 49 ans - Isère,D38,1742974,2014
2015,13.2,Taux de pauvreté : 40 à 49 ans - Isère,D38,1742974,2015
2012,14.3,Taux de pauvreté : 40 à 49 ans - Jura,D39,1742975,2012
2013,14.7,Taux de pauvreté : 40 à 49 ans - Jura,D39,1742975,2013
2014,14.5,Taux de pauvreté : 40 à 49 ans - Jura,D39,1742975,2014
2015,14.6,Taux de pauvreté : 40 à 49 ans - Jura,D39,1742975,2015
2012,13.7,Taux de pauvreté : 40 à 49 ans - Landes,D40,1742976,2012
2013,14.2,Taux de pauvreté : 40 à 49 ans - Landes,D40,1742976,2013
2014,14.8,Taux de pauvreté : 40 à 49 ans - Landes,D40,1742976,2014
2015,14.8,Taux de pauvreté : 40 à 49 ans - Landes,D40,1742976,2015
2012,14.8,Taux de pauvreté : 40 à 49 ans - Loir-et-Cher,D41,1742977,2012
2013,15.3,Taux de pauvreté : 40 à 49 ans - Loir-et-Cher,D41,1742977,2013
2014,16.0,Taux de pauvreté : 40 à 49 ans - Loir-et-Cher,D41,1742977,2014
2015,16.2,Taux de pauvreté : 40 à 49 ans - Loir-et-Cher,D41,1742977,2015
2012,16.9,Taux de pauvreté : 40 à 49 ans - Loire,D42,1742978,2012
2013,17.3,Taux de pauvreté : 40 à 49 ans - Loire,D42,1742978,2013
2014,17.8,Taux de pauvreté : 40 à 49 ans - Loire,D42,1742978,2014
2015,18.4,Taux de pauvreté : 40 à 49 ans - Loire,D42,1742978,2015
2012,14.4,Taux de pauvreté : 40 à 49 ans - Haute-Loire,D43,1742979,2012
2013,15.9,Taux de pauvreté : 40 à 49 ans - Haute-Loire,D43,1742979,2013
2014,15.0,Taux de pauvreté : 40 à 49 ans - Haute-Loire,D43,1742979,2014
2015,15.1,Taux de pauvreté : 40 à 49 ans - Haute-Loire,D43,1742979,2015
2012,10.9,Taux de pauvreté : 40 à 49 ans - Loire-Atlantique,D44,1742980,2012
2013,11.5,Taux de pauvreté : 40 à 49 ans - Loire-Atlantique,D44,1742980,2013
2014,11.7,Taux de pauvreté : 40 à 49 ans - Loire-Atlantique,D44,1742980,2014
2015,11.9,Taux de pauvreté : 40 à 49 ans - Loire-Atlantique,D44,1742980,2015
2012,13.9,Taux de pauvreté : 40 à 49 ans - Loiret,D45,1742981,2012
2013,14.8,Taux de pauvreté : 40 à 49 ans - Loiret,D45,1742981,2013
2014,15.6,Taux de pauvreté : 40 à 49 ans - Loiret,D45,1742981,2014
2015,16.1,Taux de pauvreté : 40 à 49 ans - Loiret,D45,1742981,2015
2012,18.0,Taux de pauvreté : 40 à 49 ans - Lot,D46,1742982,2012
2013,19.6,Taux de pauvreté : 40 à 49 ans - Lot,D46,1742982,2013
2014,18.6,Taux de pauvreté : 40 à 49 ans - Lot,D46,1742982,2014
2015,19.0,Taux de pauvreté : 40 à 49 ans - Lot,D46,1742982,2015
2012,18.9,Taux de pauvreté : 40 à 49 ans - Lot-et-Garonne,D47,1742983,2012
2013,19.6,Taux de pauvreté : 40 à 49 ans - Lot-et-Garonne,D47,1742983,2013
2014,20.2,Taux de pauvreté : 40 à 49 ans - Lot-et-Garonne,D47,1742983,2014
2015,20.5,Taux de pauvreté : 40 à 49 ans - Lot-et-Garonne,D47,1742983,2015
2012,16.9,Taux de pauvreté : 40 à 49 ans - Lozère,D48,1742984,2012
2013,16.9,Taux de pauvreté : 40 à 49 ans - Lozère,D48,1742984,2013
2014,16.6,Taux de pauvreté : 40 à 49 ans - Lozère,D48,1742984,2014
2015,17.1,Taux de pauvreté : 40 à 49 ans - Lozère,D48,1742984,2015
2012,12.9,Taux de pauvreté : 40 à 49 ans - Maine-et-Loire,D49,1742985,2012
2013,13.6,Taux de pauvreté : 40 à 49 ans - Maine-et-Loire,D49,1742985,2013
2014,13.7,Taux de pauvreté : 40 à 49 ans - Maine-et-Loire,D49,1742985,2014
2015,14.0,Taux de pauvreté : 40 à 49 ans - Maine-et-Loire,D49,1742985,2015
2012,15.3,Taux de pauvreté : 40 à 49 ans - Manche,D50,1742986,2012
2013,15.6,Taux de pauvreté : 40 à 49 ans - Manche,D50,1742986,2013
2014,15.3,Taux de pauvreté : 40 à 49 ans - Manche,D50,1742986,2014
2015,15.7,Taux de pauvreté : 40 à 49 ans - Manche,D50,1742986,2015
2012,15.1,Taux de pauvreté : 40 à 49 ans - Marne,D51,1742987,2012
2013,15.7,Taux de pauvreté : 40 à 49 ans - Marne,D51,1742987,2013
2014,16.2,Taux de pauvreté : 40 à 49 ans - Marne,D51,1742987,2014
2015,17.0,Taux de pauvreté : 40 à 49 ans - Marne,D51,1742987,2015
2012,18.0,Taux de pauvreté : 40 à 49 ans - Haute-Marne,D52,1742988,2012
2013,19.5,Taux de pauvreté : 40 à 49 ans - Haute-Marne,D52,1742988,2013
2014,19.6,Taux de pauvreté : 40 à 49 ans - Haute-Marne,D52,1742988,2014
2015,19.8,Taux de pauvreté : 40 à 49 ans - Haute-Marne,D52,1742988,2015
2012,13.0,Taux de pauvreté : 40 à 49 ans - Mayenne,D53,1742989,2012
2013,13.8,Taux de pauvreté : 40 à 49 ans - Mayenne,D53,1742989,2013
2014,13.4,Taux de pauvreté : 40 à 49 ans - Mayenne,D53,1742989,2014
2015,14.0,Taux de pauvreté : 40 à 49 ans - Mayenne,D53,1742989,2015
2012,16.6,Taux de pauvreté : 40 à 49 ans - Meurthe-et-Moselle,D54,1742990,2012
2013,16.7,Taux de pauvreté : 40 à 49 ans - Meurthe-et-Moselle,D54,1742990,2013
2014,17.0,Taux de pauvreté : 40 à 49 ans - Meurthe-et-Moselle,D54,1742990,2014
2015,17.3,Taux de pauvreté : 40 à 49 ans - Meurthe-et-Moselle,D54,1742990,2015
2012,18.7,Taux de pauvreté : 40 à 49 ans - Meuse,D55,1742991,2012
2013,18.8,Taux de pauvreté : 40 à 49 ans - Meuse,D55,1742991,2013
2014,18.1,Taux de pauvreté : 40 à 49 ans - Meuse,D55,1742991,2014
2015,19.0,Taux de pauvreté : 40 à 49 ans - Meuse,D55,1742991,2015
2012,12.9,Taux de pauvreté : 40 à 49 ans - Morbihan,D56,1742992,2012
2013,13.6,Taux de pauvreté : 40 à 49 ans - Morbihan,D56,1742992,2013
2014,13.7,Taux de pauvreté : 40 à 49 ans - Morbihan,D56,1742992,2014
2015,14.0,Taux de pauvreté : 40 à 49 ans - Morbihan,D56,1742992,2015
2012,16.8,Taux de pauvreté : 40 à 49 ans - Moselle,D57,1742993,2012
2013,16.9,Taux de pauvreté : 40 à 49 ans - Moselle,D57,1742993,2013
